,material,plant,date,quantity_curr,total_cost_curr,concost_source,unit_of_measure,cost_per_unit_curr,source,corporate_brand,material_type,development_lifecycle_status,enterprise_category,enterprise_sub_category,dosage_form_parent,corp_brand_id,network_or_business_unit,snapshot_type,snapshot_date,prev_snapshot_date,snapshot_date_prev,quantity_prev,cost_per_unit_prev,total_cost_prev,is_new_in_current_snapshot,is_dropped_in_current_snapshot,delta_quantity,delta_cost_per_unit,quantity_impact,cost_impact,interaction_impact,total_fip_change,delta_quantity_pct,delta_cost_per_unit_pct,quantity_impact_pct_of_total,cost_impact_pct_of_total,interaction_pct,relative_fip_impact,quantity_volatility_12w,cost_volatility_12w,normalized_quantity_change,normalized_cost_change,quantity_change_sign,quantity_persistence_score,quantity_zscore,is_quantity_outlier,rolling_avg_quantity_12w,change_point_detected,is_noise,is_signal
58501,1431776,1238,202612,78.0,8077.06146,concost dp,ST,103.55207,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,78.0,103.55207,8077.06146,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
60210,1431776,2021,202612,95.0,9766.109250000001,concost dp,ST,102.80115,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,95.0,102.80115,9766.109250000001,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63132,1431778,2093,202612,488.0,59787.78848,concost dp,ST,122.51596,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,488.0,122.51596,59787.78848,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63176,1431778,2121,202612,479.0,61057.45461,concost dp,ST,127.46859,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,479.0,127.46859,61057.45461,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
61720,1431780,2023,202612,0.0,0.0,concost dp,ST,192.92013,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,0.0,192.92013,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0,,False,,False,False,True
59600,1431780,2061,202612,0.0,0.0,concost dp,ST,190.00959,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,191.0,190.00959,36291.83169,False,False,-191.0,0.0,-36291.83169,0.0,-0.0,-36291.83169,-1.0,0.0,1.0,0.0,0.0,1.0,,,,,-1.0,1,,False,,False,False,True
57008,1431780,2093,202612,268.0,51087.392799999994,concost dp,ST,190.6246,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,77.0,190.6246,14678.0942,False,False,191.0,0.0,36409.298599999995,0.0,0.0,36409.298599999995,2.4805194805194803,0.0,1.0,0.0,0.0,2.4805194805194803,,,,,1.0,1,,False,,False,False,True
62155,1431782,1742,202612,6.0,497.67485999999997,concost dp,ST,82.94581,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,6.0,82.94581,497.67485999999997,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
59444,1431782,2023,202612,40.0,2565.4824000000003,concost dp,ST,64.13706,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,40.0,64.13706,2565.4824000000003,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
62306,1431782,2091,202612,790.0,48368.9508,concost dp,ST,61.22652,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,790.0,61.22652,48368.9508,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57945,1431782,2123,202612,926.0,61493.16905999999,concost dp,ST,66.40731,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,925.0,66.40731,61426.76175,False,False,1.0,0.0,66.40731,0.0,0.0,66.40731,0.001081081081081081,0.0,1.0,0.0,0.0,0.001081081081081081,,,,,1.0,1,,False,,False,False,True
61775,1431783,2093,202612,25.0,1231.09275,concost dp,ST,49.24371,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,25.0,49.24371,1231.09275,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
59499,1431784,2032,202612,99.0,14188.412699999999,concost dp,ST,143.3173,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,99.0,143.3173,14188.412699999999,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
61881,1431784,2091,202612,120.0,16554.644399999997,concost dp,ST,137.95537,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,120.0,137.95537,16554.644399999997,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
60113,1431784,2093,202612,45.0,6235.6671,concost dp,ST,138.57038,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,45.0,138.57038,6235.6671,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
60161,1431785,1727,202612,3546.0,307049.5584,concost dp,ST,86.5904,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,3546.0,86.5904,307049.5584,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57150,1431787,1238,202612,17.0,1583.22258,concost dp,ST,93.13074,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,17.0,93.13074,1583.22258,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57496,1431787,2021,202612,890.0,82218.0398,concost dp,ST,92.37982,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,890.0,92.37982,82218.0398,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
59772,1431787,2055,202612,101.0,9511.70833,concost dp,ST,94.17533,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,101.0,94.17533,9511.70833,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
64951,1431788,2021,202612,37.0,5420.17255,concost dp,ST,146.49115,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,37.0,146.49115,5420.17255,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63446,1431788,2056,202612,3.0,447.21387000000004,concost dp,ST,149.07129,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,3.0,149.07129,447.21387000000004,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63762,1431792,2021,202612,489.0,41443.31235,concost dp,ST,84.75115,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,489.0,84.75115,41443.31235,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
64642,1431792,2052,202612,27.0,2338.13547,concost dp,ST,86.59761,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,27.0,86.59761,2338.13547,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
60698,1431793,2021,202612,4.0,227.44628,concost dp,ST,56.86157,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,4.0,56.86157,227.44628,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57313,1431793,2058,202612,13.0,778.30597,concost dp,ST,59.86969,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,13.0,59.86969,778.30597,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
60005,1431793,2091,202612,33.47,1750.4405012999998,concost dp,ST,52.29879,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,33.47,52.29879,1750.4405012999998,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58859,1431794,2021,202612,14.0,2411.8918599999997,concost dp,ST,172.27799,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,14.0,172.27799,2411.8918599999997,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
62784,1431794,2056,202612,3.0,524.57439,concost dp,ST,174.85813,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,3.0,174.85813,524.57439,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
59388,1431795,1609,202612,898.0,75428.53371999999,concost dp,ST,83.99614,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,898.0,83.99614,75428.53371999999,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58860,1431795,2023,202612,1036.0,85804.1618,concost dp,ST,82.82255,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,1036.0,82.82255,85804.1618,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
65504,1431795,2093,202612,0.0,0.0,concost dp,ST,80.52702,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,1089.0,80.52702,87693.92477999999,False,False,-1089.0,0.0,-87693.92477999999,0.0,-0.0,-87693.92477999999,-1.0,0.0,1.0,0.0,0.0,1.0,,,,,-1.0,1,,False,,False,False,True
62254,1431796,2021,202612,2.0,284.71168,concost dp,ST,142.35584,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,2.0,142.35584,284.71168,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
59598,1431796,2059,202612,59.0,8498.92876,concost dp,ST,144.04964,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,59.0,144.04964,8498.92876,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63027,1431796,2083,202612,4.0,576.19856,concost dp,ST,144.04964,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,4.0,144.04964,576.19856,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63028,1431796,2091,202612,93.0,12814.754579999999,concost dp,ST,137.79306,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,93.0,137.79306,12814.754579999999,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58902,1431801,2093,202612,20.0,2676.3522000000003,concost dp,ST,133.81761,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,20.0,133.81761,2676.3522000000003,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
60816,1431801,2123,202612,54.0,7472.70306,concost dp,ST,138.38339,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,54.0,138.38339,7472.70306,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63173,1431805,1609,202612,1117.0,99648.4636,concost dp,ST,89.2108,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,1117.0,89.2108,99648.4636,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
65222,1431805,2093,202612,1330.0,114504.02249999999,concost dp,ST,86.09325,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,1330.0,86.09325,114504.02249999999,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58857,1431809,1742,202612,4.0,447.41448,concost dp,ST,111.85362,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,4.0,111.85362,447.41448,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58395,1431809,2023,202612,0.0,0.0,concost dp,ST,93.04487,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,0.0,93.04487,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0,,False,,False,False,True
61949,1431809,2091,202612,80.0,7210.7464,concost dp,ST,90.13433,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,80.0,90.13433,7210.7464,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
60114,1431809,2123,202612,93.0,8864.30616,concost dp,ST,95.31512,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,92.0,95.31512,8768.991039999999,False,False,1.0,0.0,95.31512,0.0,0.0,95.31512,0.010869565217391304,0.0,1.0,0.0,0.0,0.010869565217391304,,,,,1.0,1,,False,,False,False,True
60382,1431811,1726,202612,608.0,97182.8112,concost dp,ST,159.84015,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,608.0,159.84015,97182.8112,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63445,1431811,2023,202612,431.0,68207.42659,concost dp,ST,158.25389,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,431.0,158.25389,68207.42659,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
61950,1431811,2093,202612,143.0,22302.04548,concost dp,ST,155.95836,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,143.0,155.95836,22302.04548,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63397,1431815,2091,202612,98.0,10219.30868,concost dp,ST,104.27866,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,98.0,104.27866,10219.30868,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57666,1431815,2123,202612,45.0,4897.9998000000005,concost dp,ST,108.84444,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,45.0,108.84444,4897.9998000000005,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57104,1431817,2021,202612,36.0,4553.53236,concost dp,ST,126.48701,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,34.0,126.48701,4300.55834,False,False,2.0,0.0,252.97402,0.0,0.0,252.97402,0.058823529411764705,0.0,1.0,0.0,0.0,0.05882352941176471,,,,,1.0,1,,False,,False,False,True
57152,1431817,2050,202612,61.0,7828.243460000001,concost dp,ST,128.33186,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,61.0,128.33186,7828.243460000001,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57892,1431817,2091,202612,33.588201999999995,4095.215665934459,concost dp,ST,121.92423,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,32.85040400000001,121.92423,4005.260212888921,False,False,0.7377979999999837,0.0,89.95545304553801,0.0,0.0,89.95545304553801,0.022459328049663666,0.0,1.0,0.0,0.0,0.022459328049663666,,,,,1.0,1,,False,,False,False,True
61878,1431849,2021,202612,1.0,125.30701,concost dp,ST,125.30701,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,1.0,125.30701,125.30701,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63954,1431849,2052,202612,9.0,1144.38123,concost dp,ST,127.15347,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,9.0,127.15347,1144.38123,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
59330,1431859,1727,202612,0.0,0.0,concost dp,ST,39.16434,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,0.0,39.16434,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0,,False,,False,False,True
57540,1431859,2093,202612,86.0,3170.7176600000003,concost dp,ST,36.86881,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,86.0,36.86881,3170.7176600000003,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
62154,1431863,1238,202612,24.0,4775.71584,concost dp,ST,198.98816,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,24.0,198.98816,4775.71584,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
60063,1431863,2021,202612,1.0,198.1995,concost dp,ST,198.1995,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,1.0,198.1995,198.1995,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63131,1431863,2055,202612,5.0,999.97505,concost dp,ST,199.99501,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,5.0,199.99501,999.97505,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
64117,1431863,2061,202612,39.0,7551.83208,concost dp,ST,193.63672,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,39.0,193.63672,7551.83208,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
62407,1431869,1238,202612,145.0,27133.2149,concost dp,ST,187.12562,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,145.0,187.12562,27133.2149,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
57105,1431869,2021,202612,29.0,5403.77184,concost dp,ST,186.33696,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,29.0,186.33696,5403.77184,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
64526,1431878,2028,202612,64.0,7654.70208,concost dp,ST,119.60472,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,64.0,119.60472,7654.70208,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
58131,1431878,2093,202612,136.0,15650.07488,concost dp,ST,115.07408,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,136.0,115.07408,15650.07488,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,,False,,False,False,True
63444,1431900,2021,202612,37.117682,4433.59056537852,concost dp,ST,119.44686,rr,REVLIMID,FIN,COMMERCIAL,MARKET UNIT,SINGLE PRODUCT,CAPSULE,03302101,PHARMA,friday,2026-01-09,2026-01-02,2026-01-02,41.224377,119.44686,4924.12238810622,False,False,-4.106694999999995,0.0,-490.53182272769936,0.0,-0.0,-490.53182272769936,-0.09961812157888997,0.0,1.0,0.0,0.0,0.09961812157888995,,,,,-1.0,1,,False,,False,False,True
